country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","06-04-2025 22:00:00",11.654054,92.734055,PM10,6,45,20
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","06-04-2025 22:00:00",11.654054,92.734055,SO2,2,42,17
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","06-04-2025 22:00:00",11.654054,92.734055,OZONE,3,9,6
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","06-04-2025 22:00:00",16.5150833,80.5181667,PM10,17,72,39
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","06-04-2025 22:00:00",16.5150833,80.5181667,OZONE,1,64,39
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","06-04-2025 22:00:00",14.675886,77.593027,NO2,28,59,38
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","06-04-2025 22:00:00",13.67,79.35,NH3,1,1,1
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","06-04-2025 22:00:00",13.615387,79.409230,OZONE,41,41,41
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","06-04-2025 22:00:00",16.536107,80.594233,PM2.5,47,65,54
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","06-04-2025 22:00:00",14.675886,77.593027,NH3,6,15,9
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","06-04-2025 22:00:00",14.675886,77.593027,CO,10,16,15
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","06-04-2025 22:00:00",13.204880,79.097889,PM2.5,37,96,62
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","06-04-2025 22:00:00",13.204880,79.097889,OZONE,30,49,37
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","06-04-2025 22:00:00",14.465052,78.824187,CO,34,36,35
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","06-04-2025 22:00:00",16.9872867,81.7363176,PM2.5,18,73,40
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","06-04-2025 22:00:00",16.536107,80.594233,CO,11,25,14
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","06-04-2025 22:00:00",16.536107,80.594233,OZONE,1,44,22
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","06-04-2025 22:00:00",13.67,79.35,PM10,22,89,49
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","06-04-2025 22:00:00",16.509717,80.612222,OZONE,6,27,17
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","06-04-2025 22:00:00",16.554731,80.649110,OZONE,33,72,38
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","06-04-2025 22:00:00",17.72,83.3,OZONE,8,14,11
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","06-04-2025 22:00:00",14.465052,78.824187,NH3,4,5,5
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","06-04-2025 22:00:00",25.251013,86.989001,NH3,2,4,2
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","06-04-2025 22:00:00",25.265194,87.012947,CO,20,40,28
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","06-04-2025 22:00:00",25.265194,87.012947,OZONE,3,26,13
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","06-04-2025 22:00:00",25.567520,83.966379,NO2,4,5,5
India,Assam,Guwahati,"IITG, Guwahati - PCBA","06-04-2025 22:00:00",26.2028636,91.70046436,NO2,1,8,1
India,Assam,Guwahati,"IITG, Guwahati - PCBA","06-04-2025 22:00:00",26.2028636,91.70046436,SO2,19,20,19
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","06-04-2025 22:00:00",26.10887,91.589544,PM2.5,38,193,91
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","06-04-2025 22:00:00",26.10887,91.589544,NH3,15,23,17
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","06-04-2025 22:00:00",26.987634,94.636574,NH3,3,6,4
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","06-04-2025 22:00:00",26.146529,87.454184,PM2.5,50,100,78
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","06-04-2025 22:00:00",26.146529,87.454184,NH3,10,12,11
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","06-04-2025 22:00:00",25.697189,85.245900,CO,20,68,25
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","06-04-2025 22:00:00",25.560083,87.553265,PM2.5,42,97,66
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","06-04-2025 22:00:00",25.560083,87.553265,NO2,9,15,14
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","06-04-2025 22:00:00",24.7955,84.9994,SO2,13,15,14
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","06-04-2025 22:00:00",24.792403,84.992416,PM2.5,28,324,124
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","06-04-2025 22:00:00",26.181742,91.78063,SO2,19,20,19
India,Assam,Silchar,"Tarapur, Silchar - PCBA","06-04-2025 22:00:00",24.82827,92.79525,PM10,34,81,53
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","06-04-2025 22:00:00",24.75746,84.366208,NO2,2,3,2
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","06-04-2025 22:00:00",24.75746,84.366208,NH3,1,1,1
India,Assam,Silchar,"Tarapur, Silchar - PCBA","06-04-2025 22:00:00",24.82827,92.79525,SO2,NA,NA,NA
India,Assam,Silchar,"Tarapur, Silchar - PCBA","06-04-2025 22:00:00",24.82827,92.79525,CO,20,36,25
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","06-04-2025 22:00:00",25.567520,83.966379,OZONE,6,165,136
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","06-04-2025 22:00:00",26.0881305,87.93840336,NO2,NA,NA,NA
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","06-04-2025 22:00:00",27.308328,84.531742,NO2,7,12,9
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","06-04-2025 22:00:00",27.308328,84.531742,SO2,6,7,7
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","06-04-2025 22:00:00",27.308328,84.531742,OZONE,12,33,23
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","06-04-2025 22:00:00",26.63086,84.90051,NH3,3,3,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","06-04-2025 22:00:00",26.63086,84.90051,CO,20,65,30
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","06-04-2025 22:00:00",25.586562,85.043586,OZONE,1,28,20
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","06-04-2025 22:00:00",25.592539,85.227158,NO2,4,23,10
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","06-04-2025 22:00:00",25.592539,85.227158,CO,22,102,46
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","06-04-2025 22:00:00",25.610369,85.132568,PM2.5,58,308,161
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","06-04-2025 22:00:00",25.610369,85.132568,NO2,13,13,13
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","06-04-2025 22:00:00",25.610369,85.132568,SO2,25,31,28
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","06-04-2025 22:00:00",25.599486,85.113666,PM2.5,68,198,117
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","06-04-2025 22:00:00",25.599486,85.113666,CO,4,106,26
India,Bihar,Patna,"Samanpura, Patna - BSPCB","06-04-2025 22:00:00",25.596727,85.085624,PM2.5,67,275,152
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","06-04-2025 22:00:00",26.1403345,85.3650192,PM2.5,37,320,156
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","06-04-2025 22:00:00",26.1403345,85.3650192,PM10,29,162,92
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","06-04-2025 22:00:00",26.1403345,85.3650192,CO,47,107,71
India,Bihar,Patna,"Muradpur, Patna - BSPCB","06-04-2025 22:00:00",25.619651,85.147382,PM10,120,500,270
India,Bihar,Patna,"Samanpura, Patna - BSPCB","06-04-2025 22:00:00",25.596727,85.085624,NO2,40,51,45
India,Bihar,Patna,"Samanpura, Patna - BSPCB","06-04-2025 22:00:00",25.596727,85.085624,CO,3,103,18
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","06-04-2025 22:00:00",25.03280,85.41948,PM2.5,NA,NA,NA
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","06-04-2025 22:00:00",25.366336,87.117468,NH3,3,3,3
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","06-04-2025 22:00:00",25.859655,85.77944,SO2,8,32,29
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","06-04-2025 22:00:00",24.952822,84.002396,CO,30,55,49
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","06-04-2025 22:00:00",26.2271665,84.3570427,NH3,NA,NA,NA
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","06-04-2025 22:00:00",26.2271665,84.3570427,CO,79,112,107
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","06-04-2025 22:00:00",30.735567,76.775714,PM2.5,30,193,89
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","06-04-2025 22:00:00",30.735567,76.775714,NO2,26,204,62
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","06-04-2025 22:00:00",30.735567,76.775714,SO2,11,42,25
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","06-04-2025 22:00:00",30.751462,76.762879,PM10,48,110,90
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","06-04-2025 22:00:00",30.751462,76.762879,CO,11,36,17
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","06-04-2025 22:00:00",30.719859,76.738637,PM10,NA,NA,NA
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","06-04-2025 22:00:00",22.118125,83.140608,CO,30,72,34
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","06-04-2025 22:00:00",22.368195,82.746431,PM2.5,NA,NA,NA
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","06-04-2025 22:00:00",22.348441,82.549611,PM10,65,210,133
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","06-04-2025 22:00:00",25.03280,85.41948,OZONE,29,39,34
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","06-04-2025 22:00:00",25.892357,86.590325,PM2.5,48,200,109
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","06-04-2025 22:00:00",21.224231,81.408350,OZONE,18,35,26
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","06-04-2025 22:00:00",22.08815,82.13737,PM10,NA,NA,NA
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","06-04-2025 22:00:00",21.185571,81.343175,PM2.5,20,40,31
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","06-04-2025 22:00:00",21.194815,81.314770,PM2.5,35,56,47
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","06-04-2025 22:00:00",25.892357,86.590325,NH3,4,4,4
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","06-04-2025 22:00:00",25.03280,85.41948,PM10,NA,NA,NA
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","06-04-2025 22:00:00",21.219665,81.630094,NO2,42,153,76
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","06-04-2025 22:00:00",21.219665,81.630094,CO,20,63,33
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","06-04-2025 22:00:00",21.219665,81.630094,OZONE,6,34,22
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","06-04-2025 22:00:00",21.237755,81.705301,NO2,14,25,21
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","06-04-2025 22:00:00",21.237755,81.705301,NH3,7,7,7
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","06-04-2025 22:00:00",22.1910172,83.5197009,NO2,14,89,47
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","06-04-2025 22:00:00",22.1910172,83.5197009,OZONE,13,35,27
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","06-04-2025 22:00:00",22.126650,83.483212,NH3,2,2,2
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","06-04-2025 22:00:00",22.126650,83.483212,CO,20,57,25
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","06-04-2025 22:00:00",28.695381,77.181665,SO2,13,91,39
India,Delhi,Delhi,"Bawana, Delhi - DPCC","06-04-2025 22:00:00",28.776200,77.051074,NO2,9,99,44
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","06-04-2025 22:00:00",21.258815,81.578979,SO2,4,12,8
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","06-04-2025 22:00:00",21.258815,81.578979,CO,20,40,24
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","06-04-2025 22:00:00",21.371751,81.664929,SO2,13,85,32
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","06-04-2025 22:00:00",22.348441,82.549611,OZONE,35,36,35
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","06-04-2025 22:00:00",28.647622,77.3158090,CO,82,170,170
India,Delhi,Delhi,"Alipur, Delhi - DPCC","06-04-2025 22:00:00",28.815329,77.153010,NO2,22,104,55
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","06-04-2025 22:00:00",28.580280,77.233829,NH3,15,29,19
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","06-04-2025 22:00:00",28.580280,77.233829,SO2,4,23,13
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","06-04-2025 22:00:00",28.588333,77.221667,SO2,21,74,45
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","06-04-2025 22:00:00",28.5918245,77.2273074,OZONE,81,110,89
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","06-04-2025 22:00:00",28.611281,77.237738,PM10,70,228,138
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","06-04-2025 22:00:00",28.570173,76.933762,SO2,7,34,16
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","06-04-2025 22:00:00",28.567890,77.250515,PM10,85,250,158
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","06-04-2025 22:00:00",28.567890,77.250515,NO2,14,98,54
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","06-04-2025 22:00:00",28.567890,77.250515,OZONE,2,306,166
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","06-04-2025 22:00:00",28.6573814,77.1585447,CO,104,146,116
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","06-04-2025 22:00:00",28.611281,77.237738,SO2,12,53,24
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","06-04-2025 22:00:00",28.636429,77.201067,NH3,8,13,10
India,Delhi,Delhi,"Mundka, Delhi - DPCC","06-04-2025 22:00:00",28.684678,77.076574,PM2.5,28,390,234
India,Delhi,Delhi,"Mundka, Delhi - DPCC","06-04-2025 22:00:00",28.684678,77.076574,SO2,13,111,50
India,Delhi,Delhi,"Mundka, Delhi - DPCC","06-04-2025 22:00:00",28.684678,77.076574,OZONE,5,94,56
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","06-04-2025 22:00:00",28.5512005,77.2735737,OZONE,26,266,162
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","06-04-2025 22:00:00",28.656756,77.227234,PM2.5,70,245,114
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","06-04-2025 22:00:00",28.656756,77.227234,CO,108,170,170
India,Delhi,Delhi,"DTU, Delhi - CPCB","06-04-2025 22:00:00",28.7500499,77.1112615,SO2,65,77,70
India,Delhi,Delhi,"Pusa, Delhi - DPCC","06-04-2025 22:00:00",28.639652,77.146275,PM2.5,37,305,126
India,Delhi,Delhi,"Pusa, Delhi - DPCC","06-04-2025 22:00:00",28.639652,77.146275,PM10,86,233,153
India,Delhi,Delhi,"Pusa, Delhi - DPCC","06-04-2025 22:00:00",28.639652,77.146275,NO2,47,108,82
India,Delhi,Delhi,"Pusa, Delhi - DPCC","06-04-2025 22:00:00",28.639652,77.146275,NH3,6,15,11
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","06-04-2025 22:00:00",28.563262,77.186937,NO2,10,102,55
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","06-04-2025 22:00:00",28.498571,77.264840,NO2,41,107,71
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","06-04-2025 22:00:00",28.498571,77.264840,SO2,17,61,33
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","06-04-2025 22:00:00",28.5710274,77.0719006,OZONE,5,106,58
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","06-04-2025 22:00:00",28.530785,77.271255,NH3,8,11,9
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","06-04-2025 22:00:00",28.623763,77.287209,PM10,103,390,184
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","06-04-2025 22:00:00",28.674045,77.131023,PM10,89,312,183
India,Delhi,Delhi,"ITO, Delhi - CPCB","06-04-2025 22:00:00",28.628624,77.241060,PM2.5,54,343,169
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","06-04-2025 22:00:00",28.732820,77.170633,SO2,20,116,56
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","06-04-2025 22:00:00",28.580280,77.233829,PM2.5,28,303,106
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","06-04-2025 22:00:00",28.6514781,77.1473105,PM2.5,192,500,328
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","06-04-2025 22:00:00",22.969611,72.643500,SO2,17,34,24
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","06-04-2025 22:00:00",28.422681,77.148944,PM2.5,42,304,141
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","06-04-2025 22:00:00",28.422681,77.148944,PM10,33,162,108
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","06-04-2025 22:00:00",28.3153,76.9143,PM10,20,55,37
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","06-04-2025 22:00:00",28.3153,76.9143,NO2,33,79,48
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","06-04-2025 22:00:00",28.3153,76.9143,CO,1,73,5
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","06-04-2025 22:00:00",30.943887,76.801991,PM10,62,288,124
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","06-04-2025 22:00:00",30.943887,76.801991,NH3,5,8,7
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","06-04-2025 22:00:00",34.066206,74.819820,PM2.5,39,83,62
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","06-04-2025 22:00:00",34.066206,74.819820,PM10,35,74,54
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","06-04-2025 22:00:00",16.172806,75.659694,SO2,7,7,7
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","06-04-2025 22:00:00",15.888653,74.541751,PM10,30,53,36
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","06-04-2025 22:00:00",23.076793,72.627874,PM10,40,185,82
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","06-04-2025 22:00:00",23.043070,72.562968,PM2.5,45,167,73
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","06-04-2025 22:00:00",23.043070,72.562968,NH3,3,31,9
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","06-04-2025 22:00:00",21.613267,73.010555,PM10,45,132,74
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","06-04-2025 22:00:00",21.613267,73.010555,SO2,45,45,45
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","06-04-2025 22:00:00",21.613267,73.010555,CO,6,50,8
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","06-04-2025 22:00:00",23.163798,72.677768,CO,1,60,10
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","06-04-2025 22:00:00",23.243639,72.68994,PM2.5,48,253,118
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","06-04-2025 22:00:00",23.221714,72.654328,NH3,5,6,5
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","06-04-2025 22:00:00",23.221714,72.654328,CO,6,86,27
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","06-04-2025 22:00:00",22.410802,73.097923,PM2.5,2,11,4
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","06-04-2025 22:00:00",28.5504249,77.2159377,PM2.5,70,344,217
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","06-04-2025 22:00:00",28.5504249,77.2159377,CO,24,110,45
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","06-04-2025 22:00:00",28.710508,77.249485,NO2,12,100,54
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","06-04-2025 22:00:00",28.710508,77.249485,SO2,11,53,23
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","06-04-2025 22:00:00",23.020509,72.579261,NH3,4,18,8
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","06-04-2025 22:00:00",23.041137,72.456691,NO2,8,22,13
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","06-04-2025 22:00:00",23.041137,72.456691,CO,20,72,28
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","06-04-2025 22:00:00",28.672342,77.315260,NO2,19,113,54
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","06-04-2025 22:00:00",28.699793,77.165453,NH3,10,21,14
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","06-04-2025 22:00:00",28.699793,77.165453,SO2,27,102,55
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","06-04-2025 22:00:00",23.076793,72.627874,PM2.5,22,108,43
India,Gujarat,Surat,"Science Center, Surat - SMC","06-04-2025 22:00:00",21.170046,72.795405,PM2.5,NA,NA,NA
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","06-04-2025 22:00:00",12.9135218,77.5950804,NO2,NA,NA,NA
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","06-04-2025 22:00:00",12.951913,77.539784,NO2,5,15,8
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","06-04-2025 22:00:00",12.951913,77.539784,CO,18,100,72
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","06-04-2025 22:00:00",12.951913,77.539784,OZONE,27,168,82
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","06-04-2025 22:00:00",13.029152,77.585901,OZONE,6,28,18
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","06-04-2025 22:00:00",12.938539,77.590100,SO2,9,19,13
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","06-04-2025 22:00:00",13.0246342,77.5080115,PM10,28,88,47
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","06-04-2025 22:00:00",13.0246342,77.5080115,NO2,8,10,8
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","06-04-2025 22:00:00",12.917348,77.622813,PM2.5,29,60,42
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","06-04-2025 22:00:00",12.920984,77.584908,OZONE,4,21,7
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","06-04-2025 22:00:00",13.0270199,77.494094,PM10,49,70,59
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","06-04-2025 22:00:00",14.475800,75.905200,PM2.5,27,92,50
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","06-04-2025 22:00:00",14.475800,75.905200,NH3,2,3,2
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","06-04-2025 22:00:00",12.920984,77.584908,NO2,15,16,16
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","06-04-2025 22:00:00",11.55358,76.55521,NO2,16,29,28
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","06-04-2025 22:00:00",15.459706,75.008381,OZONE,6,44,29
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","06-04-2025 22:00:00",15.411456,75.638133,CO,40,48,45
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","06-04-2025 22:00:00",15.459706,75.008381,CO,49,103,80
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB","06-04-2025 22:00:00",14.791800,75.389600,SO2,NA,NA,NA
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","06-04-2025 22:00:00",15.3714823,75.1160168,PM10,46,47,47
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","06-04-2025 22:00:00",15.3714823,75.1160168,CO,6,19,8
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","06-04-2025 22:00:00",15.3714823,75.1160168,OZONE,13,30,25
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","06-04-2025 22:00:00",17.321993,76.822628,NH3,3,4,3
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","06-04-2025 22:00:00",17.336318,76.847397,PM2.5,11,42,20
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","06-04-2025 22:00:00",17.336318,76.847397,NO2,8,18,14
